RunID,mape,data,experiment
4ae61c2f73714cd894c0ed1a5d93801d,0.16307194839424040,r4_order.pkl,790621064309155947
7aef474d5b8a453b8c787fad58989fe7,0.16170560145018670,r3_order.pkl,790621064309155947
bb3519c5cc204aaa97d055d1b1c5f9ae,0.13981634872796475,r2_order.pkl,790621064309155947
268569af0147496dad68067cc7b8673b,0.15192554372791503,r1_order.pkl,790621064309155947
a76f0ed3a3874f968e5aa0b71e48f065,0.17414909245698390,l5_order.pkl,790621064309155947
65a608830366431fba3d7528bef37282,0.17113730141609504,l4_order.pkl,790621064309155947
4e09303acbf74929b459d6261c81c73a,0.15397603251774390,l3_order.pkl,790621064309155947
b0f3f7758139401ebbc8f17e15addf5a,0.14804654593329267,l2_order.pkl,790621064309155947
ca74e145eae44db59289d94d9b4045c4,0.15214859318878882,l1_order.pkl,790621064309155947
7331038ff5a546e9ad9fe742a4bc4142,0.14631779797282096,s4_order.pkl,790621064309155947
a36adec5e5e646e99effd38861466b54,0.15932767386222274,s3_order.pkl,790621064309155947
481fc37cd2c243238a82772fcac04847,0.16554036118757368,s2_order.pkl,790621064309155947
7dca20d6e0034d0d892df95658c4ef0a,0.15765909775425027,s1_order.pkl,790621064309155947
f2158f6825a74312ab46ef3da5836115,0.20963800851453143,r4_sales.pkl,244282506034020447
2e1ef396daa54caabbd64ccd3804ffa9,0.21224975436566182,r3_sales.pkl,244282506034020447
769724d426cf4c1b93cfbf0af211b859,0.18781810801418258,r2_sales.pkl,244282506034020447
98308f7eddec4b929a4f17d6c5b7ab8b,0.19400617637509730,r1_sales.pkl,244282506034020447
f0619367a91a443ba8f7ec823e41b7ea,0.22126300723833730,l5_sales.pkl,244282506034020447
082a4a3f26c24e4b9473f3212bc96222,0.21796904446358176,l4_sales.pkl,244282506034020447
02f243a27e3d4e01a0f1eca2e7665c33,0.19957748884234780,l3_sales.pkl,244282506034020447
5374168827b844b6b9ccfc791b1b3e5b,0.19532330938868595,l2_sales.pkl,244282506034020447
aa70241f77cf48f194a5094e39ffe453,0.19885202065010196,l1_sales.pkl,244282506034020447
d5deef79f2854671919212b31d6e91f0,0.18669571801666185,s4_sales.pkl,244282506034020447
2ffcc25a858c49079b07d5aa5ff495b3,0.20931285394508461,s3_sales.pkl,244282506034020447
3bc3a76a76fd40e3afa273e24df1bf3a,0.21026233561477545,s2_sales.pkl,244282506034020447
58b0d82074304f9d886b672a80a90715,0.20424219417072026,s1_sales.pkl,244282506034020447